Codigo Inventario,Registro Contable,Fecha Movimiento,Cod. Almacén,Nom. Almacen,Cod. Producto,Nombre Producto,Cod. Comercial,Codigo Unidad Medida,Nombre Unidad Medida,Clase,Sub Clase,Sub Sub Clase,Marca,Temporada,Tipo Operacion,Nombre Tipo Operacion,Cod. Ref,Cod. Tipo Documento,Tipo Documento,Nro. Serie,Nro. Documento,Cod. Doc. Final,Nro. Serie Doc. Final,Nro. Doc. Final,Movimiento,Unid. Medida Registro,Cantidad,Factor,Unidad Medida Base,Cantidad Entrada,Costo Entrada,Total Entrada,Cantidad Salida,Costo Salida,Total Salida,Saldo Cantidad,Saldo Costo,Saldo Total,U.M. Sin Convertir,Cantidad Sin Convertir,Cantidad Secundaria Entrada,Cantidad Secundaria Salida,Saldo Cantidad Secundaria,Tipo Existencia,Nombre Existencia,Cod. Centro Costos,Nombre Centro Costos,Cod. Sub Centro Costos,Nombre Sub Centro Costos,Cod. Sub Sub Centro Costos,Nombre Sub Sub Centro Costos,Magen Venta,Numero de Documento Auxiliar,Nombre Auxiliar
INV000287255,INS2_LD04-00212,2025-04-05 05:00:01.000,A03,ALMACEN CHALAN GRAU,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,2.0,Compra Nacional,,  ,,,,,,,Entrada,KG,4.0,1.0,Kilogramos,4.0,3.7,14.8,0.0,0.0,0.0,8.265,3.8046896551724134,31.44576,KG,4.0,0.0,0.0,0.0,1.0,MERCADERÍA,2.0,TIENDA GRAU,201.0,VENTA GRAU,20103.0,COSTO DE COMPRA,0.0,10474092611.0,VARGASMACHUCA ROJAS TOMAS IQUIQUE
INV000297445,INGN_LD04-01764,2025-04-05 08:40:00.000,A08,ALMACEN REPOSTERIA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,53.0,P SEMITERM REPOSTERIA,,  ,,,,,,,Salida,KG,0.0008,1.0,Kilogramos,0.0,0.0,0.0,0.0008,3.812388,0.00305,1.9932,3.8123886213124623,7.598853,KG,0.0008,0.0,0.0,0.0,1.0,MERCADERÍA,12.0,REPOSTERIA,1201.0,PRODUCCION,120103.0,REPOSTERIA MAT PRIMA Y SUMINIS IND,0.0,,
INV000297448,INGN_LD04-01766,2025-04-05 08:44:00.000,A08,ALMACEN REPOSTERIA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,53.0,P SEMITERM REPOSTERIA,,  ,,,,,,,Salida,KG,0.0006,1.0,Kilogramos,0.0,0.0,0.0,0.0006,3.812388,0.002287,1.9926,3.812388838703202,7.596566,KG,0.0006,0.0,0.0,0.0,1.0,MERCADERÍA,12.0,REPOSTERIA,1201.0,PRODUCCION,120103.0,REPOSTERIA MAT PRIMA Y SUMINIS IND,0.0,,
INV000291773,INGN_LD04-01472,2025-04-05 12:19:00.000,A02,ALMACEN CHALAN PLAZA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,2.0,Compra Nacional,,  ,,,,,,,Entrada,KG,4.0,1.0,Kilogramos,4.0,3.7,14.8,0.0,0.0,0.0,13.265,3.701709611760271,49.103178,KG,4.0,0.0,0.0,0.0,1.0,MERCADERÍA,1.0,TIENDA PLAZA,101.0,VENTA PLAZA,10103.0,COSTO DE COMPRA,0.0,10474092611.0,VARGASMACHUCA ROJAS TOMAS IQUIQUE
INV000287256,INS5_LD04-00237,2025-04-05 12:19:01.000,A06,ALMACEN CHALAN MEGA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,2.0,Compra Nacional,,  ,,,,,,,Entrada,KG,2.0,1.0,Kilogramos,2.0,3.7,7.4,0.0,0.0,0.0,4.3,3.9068390697674418,16.799408,KG,2.0,0.0,0.0,0.0,1.0,MERCADERÍA,5.0,TIENDA MEGA,501.0,VENTA MEGA,50106.0,COSTO DE COMPRA,0.0,10474092611.0,VARGASMACHUCA ROJAS TOMAS IQUIQUE
INV000298807,INGN_LD04-00371,2025-04-05 13:43:00.000,A08,ALMACEN REPOSTERIA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,58.0,P TERMINADO REPOSTERIA,,  ,,,,,,,Salida,KG,1.6,1.0,Kilogramos,0.0,0.0,0.0,1.6,3.812388,6.099821,0.3926,3.812391747325522,1.496745,KG,1.6,0.0,0.0,0.0,1.0,MERCADERÍA,12.0,REPOSTERIA,1201.0,PRODUCCION,120103.0,REPOSTERIA MAT PRIMA Y SUMINIS IND,0.0,,
INV000296608,INGN_LD04-01751,2025-04-05 15:09:52.170,A02,ALMACEN CHALAN PLAZA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,17.0,Otros,,  ,,,,,,,Salida,KG,10.0,1.0,Kilogramos,0.0,0.0,0.0,10.0,3.701709,37.01709,3.265,3.701711485451761,12.086088,KG,10.0,0.0,0.0,0.0,1.0,MERCADERÍA,1.0,TIENDA PLAZA,101.0,VENTA PLAZA,10103.0,COSTO DE COMPRA,0.0,,
INV000296608,INGN_LD04-01751,2025-04-05 15:09:52.170,A08,ALMACEN REPOSTERIA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,17.0,Otros,,  ,,,,,,,Entrada,KG,10.0,1.0,Kilogramos,10.0,3.701709,37.01709,0.0,0.0,0.0,10.3926,3.705890248830899,38.513835,KG,10.0,0.0,0.0,0.0,1.0,MERCADERÍA,1.0,TIENDA PLAZA,101.0,VENTA PLAZA,10103.0,COSTO DE COMPRA,0.0,,
INV000297450,INGN_LD04-01768,2025-04-06 08:58:00.000,A08,ALMACEN REPOSTERIA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,53.0,P SEMITERM REPOSTERIA,,  ,,,,,,,Salida,KG,0.0016,1.0,Kilogramos,0.0,0.0,0.0,0.0016,3.70589,0.005929,10.391,3.7058901934366277,38.507905,KG,0.0016,0.0,0.0,0.0,1.0,MERCADERÍA,12.0,REPOSTERIA,1201.0,PRODUCCION,120103.0,REPOSTERIA MAT PRIMA Y SUMINIS IND,0.0,,
INV000298826,INGN_LD04-00390,2025-04-06 14:04:00.000,A08,ALMACEN REPOSTERIA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,58.0,P TERMINADO REPOSTERIA,,  ,,,,,,,Salida,KG,1.6,1.0,Kilogramos,0.0,0.0,0.0,1.6,3.70589,5.929424,8.791,3.7058902286429296,32.578481,KG,1.6,0.0,0.0,0.0,1.0,MERCADERÍA,12.0,REPOSTERIA,1201.0,PRODUCCION,120103.0,REPOSTERIA MAT PRIMA Y SUMINIS IND,0.0,,
INV000298839,INGN_LD04-00403,2025-04-06 18:59:00.000,A08,ALMACEN REPOSTERIA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,58.0,P TERMINADO REPOSTERIA,,  ,,,,,,,Salida,KG,1.6,1.0,Kilogramos,0.0,0.0,0.0,1.6,3.70589,5.929424,7.191,3.7058902795160615,26.649057,KG,1.6,0.0,0.0,0.0,1.0,MERCADERÍA,12.0,REPOSTERIA,1201.0,PRODUCCION,120103.0,REPOSTERIA MAT PRIMA Y SUMINIS IND,0.0,,
INV000283609,INS6_LD04-00068,2025-04-07 05:00:00.000,A07,ALMACEN FABRICA(INSUMOS),PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,2.0,Compra Nacional,,  ,,,,,,,Entrada,KG,1.0,1.0,Kilogramos,1.0,3.7,3.7,0.0,0.0,0.0,70.788,4.78793106176188,338.928064,KG,1.0,0.0,0.0,0.0,1.0,MERCADERÍA,7.0,FABRICA,703.0,ADMINISTRATIVOS,70301.0,ADMINISTRATIVOS,0.0,10474092611.0,VARGASMACHUCA ROJAS TOMAS IQUIQUE
INV000283610,INS6_LD04-00069,2025-04-07 05:00:00.000,A07,ALMACEN FABRICA(INSUMOS),PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,2.0,Compra Nacional,,  ,,,,,,,Entrada,KG,20.0,1.0,Kilogramos,20.0,4.8,96.0,0.0,0.0,0.0,90.788,4.790589769573072,434.928064,KG,20.0,0.0,0.0,0.0,1.0,MERCADERÍA,7.0,FABRICA,704.0,COSTO DE COMPRA,70401.0,COSTO DE COMPRA,0.0,20612502863.0,ORANGE PERUVIAN EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA
INV000284234,INGN_LD04-01357,2025-04-07 05:00:00.000,A02,ALMACEN CHALAN PLAZA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,2.0,Compra Nacional,,  ,,,,,,,Entrada,KG,4.0,1.0,Kilogramos,4.0,3.7,14.8,0.0,0.0,0.0,7.265,3.700769167240193,26.886088,KG,4.0,0.0,0.0,0.0,1.0,MERCADERÍA,1.0,TIENDA PLAZA,101.0,VENTA PLAZA,10103.0,COSTO DE COMPRA,0.0,10474092611.0,VARGASMACHUCA ROJAS TOMAS IQUIQUE
INV000297388,INPR_LD04-00315,2025-04-07 08:10:00.000,A07,ALMACEN FABRICA(INSUMOS),PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,60.0,P SEMITERM CREMOLADAS,,  ,,,,,,,Salida,KG,11.0,1.0,Kilogramos,0.0,0.0,0.0,11.0,4.792444,52.716884,79.788,4.790334135458966,382.21118,KG,11.0,0.0,0.0,0.0,1.0,MERCADERÍA,7.0,FABRICA,701.0,CREMOLADAS,70106.0,COSTO DE COMPRAS,0.0,,
INV000298856,INGN_LD04-00420,2025-04-07 10:31:00.000,A08,ALMACEN REPOSTERIA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,58.0,P TERMINADO REPOSTERIA,,  ,,,,,,,Salida,KG,1.2,1.0,Kilogramos,0.0,0.0,0.0,1.2,3.70589,4.447068,5.991,3.705890335503255,22.201989,KG,1.2,0.0,0.0,0.0,1.0,MERCADERÍA,12.0,REPOSTERIA,1201.0,PRODUCCION,120103.0,REPOSTERIA MAT PRIMA Y SUMINIS IND,0.0,,
INV000279723,INGN_LD04-00881,2025-04-07 15:11:57.200,A02,ALMACEN CHALAN PLAZA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,52.0,Consumo,,  ,,,,,,,Salida,KG,1.35,1.0,Kilogramos,0.0,0.0,0.0,1.35,3.700769,4.996038,5.915,3.7007692307692306,21.89005,KG,1.35,0.0,0.0,0.0,1.0,MERCADERÍA,1.0,TIENDA PLAZA,101.0,VENTA PLAZA,10106.0,GASTOS ADMINISTRATIVOS,0.0,,
INV000283614,INS6_LD04-00073,2025-04-08 05:00:00.000,A07,ALMACEN FABRICA(INSUMOS),PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,2.0,Compra Nacional,,  ,,,,,,,Entrada,KG,50.0,1.0,Kilogramos,50.0,4.8,240.0,0.0,0.0,0.0,129.788,4.794057848183191,622.21118,KG,50.0,0.0,0.0,0.0,1.0,MERCADERÍA,7.0,FABRICA,704.0,COSTO DE COMPRA,70401.0,COSTO DE COMPRA,0.0,20612502863.0,ORANGE PERUVIAN EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA
INV000284229,INGN_LD04-01356,2025-04-08 05:00:00.000,A02,ALMACEN CHALAN PLAZA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,2.0,Compra Nacional,,  ,,,,,,,Entrada,KG,5.0,1.0,Kilogramos,5.0,3.7,18.5,0.0,0.0,0.0,10.915,3.7004168575355023,40.39005,KG,5.0,0.0,0.0,0.0,1.0,MERCADERÍA,1.0,TIENDA PLAZA,101.0,VENTA PLAZA,10103.0,COSTO DE COMPRA,0.0,10474092611.0,VARGASMACHUCA ROJAS TOMAS IQUIQUE
INV000284231,INS2_LD04-00202,2025-04-08 05:00:00.000,A03,ALMACEN CHALAN GRAU,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,2.0,Compra Nacional,,  ,,,,,,,Entrada,KG,2.0,1.0,Kilogramos,2.0,3.7,7.4,0.0,0.0,0.0,10.265,3.7842922552362395,38.84576,KG,2.0,0.0,0.0,0.0,1.0,MERCADERÍA,2.0,TIENDA GRAU,201.0,VENTA GRAU,20103.0,COSTO DE COMPRA,0.0,10474092611.0,VARGASMACHUCA ROJAS TOMAS IQUIQUE
INV000284232,INS5_LD04-00226,2025-04-08 05:00:00.000,A06,ALMACEN CHALAN MEGA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,2.0,Compra Nacional,,  ,,,,,,,Entrada,KG,1.0,1.0,Kilogramos,1.0,3.7,3.7,0.0,0.0,0.0,5.3,3.8678128301886794,20.499408,KG,1.0,0.0,0.0,0.0,1.0,MERCADERÍA,5.0,TIENDA MEGA,501.0,VENTA MEGA,50106.0,COSTO DE COMPRA,0.0,10474092611.0,VARGASMACHUCA ROJAS TOMAS IQUIQUE
INV000297182,INPR_LD04-00198,2025-04-08 08:00:00.000,A07,ALMACEN FABRICA(INSUMOS),PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,60.0,P SEMITERM CREMOLADAS,,  ,,,,,,,Salida,KG,32.0,1.0,Kilogramos,0.0,0.0,0.0,32.0,4.795098,153.443136,97.788,4.793717470446271,468.768044,KG,32.0,0.0,0.0,0.0,1.0,MERCADERÍA,7.0,FABRICA,701.0,CREMOLADAS,70106.0,COSTO DE COMPRAS,0.0,,
INV000297455,INGN_LD04-01773,2025-04-08 08:49:00.000,A08,ALMACEN REPOSTERIA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,53.0,P SEMITERM REPOSTERIA,,  ,,,,,,,Salida,KG,0.0008,1.0,Kilogramos,0.0,0.0,0.0,0.0008,3.70589,0.002965,5.9902,3.705890454408868,22.199025,KG,0.0008,0.0,0.0,0.0,1.0,MERCADERÍA,12.0,REPOSTERIA,1201.0,PRODUCCION,120103.0,REPOSTERIA MAT PRIMA Y SUMINIS IND,0.0,,
INV000297458,INGN_LD04-01776,2025-04-08 08:57:00.000,A08,ALMACEN REPOSTERIA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,53.0,P SEMITERM REPOSTERIA,,  ,,,,,,,Salida,KG,0.0006,1.0,Kilogramos,0.0,0.0,0.0,0.0006,3.70589,0.002224,5.9896,3.705890376652865,22.196801,KG,0.0006,0.0,0.0,0.0,1.0,MERCADERÍA,12.0,REPOSTERIA,1201.0,PRODUCCION,120103.0,REPOSTERIA MAT PRIMA Y SUMINIS IND,0.0,,
INV000298875,INGN_LD04-00439,2025-04-08 12:38:00.000,A08,ALMACEN REPOSTERIA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,58.0,P TERMINADO REPOSTERIA,,  ,,,,,,,Salida,KG,1.2,1.0,Kilogramos,0.0,0.0,0.0,1.2,3.70589,4.447068,4.7896,3.7058904710205445,17.749733,KG,1.2,0.0,0.0,0.0,1.0,MERCADERÍA,12.0,REPOSTERIA,1201.0,PRODUCCION,120103.0,REPOSTERIA MAT PRIMA Y SUMINIS IND,0.0,,
INV000279725,INGN_LD04-00882,2025-04-08 15:19:53.990,A02,ALMACEN CHALAN PLAZA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,52.0,Consumo,,  ,,,,,,,Salida,KG,1.125,1.0,Kilogramos,0.0,0.0,0.0,1.125,3.700416,4.162968,9.79,3.700416956077631,36.227082,KG,1.125,0.0,0.0,0.0,1.0,MERCADERÍA,1.0,TIENDA PLAZA,101.0,VENTA PLAZA,10106.0,GASTOS ADMINISTRATIVOS,0.0,,
INV000293961,INS7_LD04-00091,2025-04-08 22:43:06.000,A15,ALMACEN MANCORA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,2.0,Compra Nacional,,  ,,,,,,,Entrada,KG,1.0,1.0,Kilogramos,1.0,2.0,2.0,0.0,0.0,0.0,5.025,3.5012139303482583,17.5936,KG,1.0,0.0,0.0,0.0,1.0,MERCADERÍA,6.0,TIENDA MANCORA,601.0,VENTA MANCORA,60106.0,COSTO DE COMPRA,0.0,10456412390.0,MORENO FLORES JOSE LUIS
INV000283616,INS6_LD04-00075,2025-04-09 05:00:00.000,A07,ALMACEN FABRICA(INSUMOS),PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,2.0,Compra Nacional,,  ,,,,,,,Entrada,KG,30.0,1.0,Kilogramos,30.0,4.8,144.0,0.0,0.0,0.0,127.788,4.795192381131249,612.768044,KG,30.0,0.0,0.0,0.0,1.0,MERCADERÍA,7.0,FABRICA,704.0,COSTO DE COMPRA,70401.0,COSTO DE COMPRA,0.0,20612502863.0,ORANGE PERUVIAN EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA
INV000284223,INGN_LD04-01354,2025-04-09 05:00:00.000,A02,ALMACEN CHALAN PLAZA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,2.0,Compra Nacional,,  ,,,,,,,Entrada,KG,3.0,1.0,Kilogramos,3.0,3.7,11.1,0.0,0.0,0.0,12.79,3.700319155590305,47.327082,KG,3.0,0.0,0.0,0.0,1.0,MERCADERÍA,1.0,TIENDA PLAZA,101.0,VENTA PLAZA,10103.0,COSTO DE COMPRA,0.0,10474092611.0,VARGASMACHUCA ROJAS TOMAS IQUIQUE
INV000284225,INS2_LD04-00200,2025-04-09 05:00:00.000,A03,ALMACEN CHALAN GRAU,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,2.0,Compra Nacional,,  ,,,,,,,Entrada,KG,1.0,1.0,Kilogramos,1.0,3.7,3.7,0.0,0.0,0.0,11.265,3.776809587217044,42.54576,KG,1.0,0.0,0.0,0.0,1.0,MERCADERÍA,2.0,TIENDA GRAU,201.0,VENTA GRAU,20103.0,COSTO DE COMPRA,0.0,10474092611.0,VARGASMACHUCA ROJAS TOMAS IQUIQUE
INV000297389,INPR_LD04-00316,2025-04-09 08:00:00.000,A07,ALMACEN FABRICA(INSUMOS),PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,60.0,P SEMITERM CREMOLADAS,,  ,,,,,,,Salida,KG,11.0,1.0,Kilogramos,0.0,0.0,0.0,11.0,4.796146,52.757606,116.788,4.795102561907045,560.010438,KG,11.0,0.0,0.0,0.0,1.0,MERCADERÍA,7.0,FABRICA,701.0,CREMOLADAS,70106.0,COSTO DE COMPRAS,0.0,,
INV000297390,INPR_LD04-00317,2025-04-09 08:12:00.000,A07,ALMACEN FABRICA(INSUMOS),PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,60.0,P SEMITERM CREMOLADAS,,  ,,,,,,,Salida,KG,32.0,1.0,Kilogramos,0.0,0.0,0.0,32.0,4.796146,153.476672,84.788,4.794708755956032,406.533766,KG,32.0,0.0,0.0,0.0,1.0,MERCADERÍA,7.0,FABRICA,701.0,CREMOLADAS,70106.0,COSTO DE COMPRAS,0.0,,
INV000297462,INGN_LD04-01780,2025-04-09 08:24:00.000,A08,ALMACEN REPOSTERIA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,53.0,P SEMITERM REPOSTERIA,,  ,,,,,,,Salida,KG,0.0006,1.0,Kilogramos,0.0,0.0,0.0,0.0006,3.70589,0.002224,4.789,3.7058905825850905,17.74751,KG,0.0006,0.0,0.0,0.0,1.0,MERCADERÍA,12.0,REPOSTERIA,1201.0,PRODUCCION,120103.0,REPOSTERIA MAT PRIMA Y SUMINIS IND,0.0,,
INV000294652,INS6_LD04-00144,2025-04-09 13:10:06.000,A07,ALMACEN FABRICA(INSUMOS),PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,2.0,Compra Nacional,,  ,,,,,,,Entrada,KG,30.0,1.0,Kilogramos,30.0,3.5,105.0,0.0,0.0,0.0,114.788,4.456334860786842,511.533766,KG,30.0,0.0,0.0,0.0,1.0,MERCADERÍA,7.0,FABRICA,704.0,COSTO DE COMPRA,70401.0,COSTO DE COMPRA,0.0,10479025393.0,GARCIA NAVARRO MILTON ROBERTO
INV000296268,INS7_LD04-00126,2025-04-09 13:12:57.000,A15,ALMACEN MANCORA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,2.0,Compra Nacional,,  ,,,,,,,Entrada,KG,1.0,1.0,Kilogramos,1.0,3.0,3.0,0.0,0.0,0.0,6.025,3.41802489626556,20.5936,KG,1.0,0.0,0.0,0.0,1.0,MERCADERÍA,6.0,TIENDA MANCORA,601.0,VENTA MANCORA,60106.0,COSTO DE COMPRA,0.0,10456412390.0,MORENO FLORES JOSE LUIS
INV000298890,INGN_LD04-00454,2025-04-09 20:48:00.000,A08,ALMACEN REPOSTERIA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,58.0,P TERMINADO REPOSTERIA,,  ,,,,,,,Salida,KG,0.4,1.0,Kilogramos,0.0,0.0,0.0,0.4,3.70589,1.482356,4.389,3.705890635680109,16.265154,KG,0.4,0.0,0.0,0.0,1.0,MERCADERÍA,12.0,REPOSTERIA,1201.0,PRODUCCION,120103.0,REPOSTERIA MAT PRIMA Y SUMINIS IND,0.0,,
INV000284217,INGN_LD04-01352,2025-04-10 05:00:00.000,A02,ALMACEN CHALAN PLAZA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,2.0,Compra Nacional,,  ,,,,,,,Entrada,KG,2.0,1.0,Kilogramos,2.0,3.7,7.4,0.0,0.0,0.0,14.79,3.70027599729547,54.727082,KG,2.0,0.0,0.0,0.0,1.0,MERCADERÍA,1.0,TIENDA PLAZA,101.0,VENTA PLAZA,10103.0,COSTO DE COMPRA,0.0,10474092611.0,VARGASMACHUCA ROJAS TOMAS IQUIQUE
INV000284221,INS5_LD04-00223,2025-04-10 05:00:00.000,A06,ALMACEN CHALAN MEGA,PD00534,LIMON X KG,,1.0,Kilogramos,FRUTAS Y VERDURAS,VERDURAS,0.0,-,,2.0,Compra Nacional,,  ,,,,,,,Entrada,KG,1.0,1.0,Kilogramos,1.0,3.7,3.7,0.0,0.0,0.0,6.3,3.8411758730158727,24.199408,KG,1.0,0.0,0.0,0.0,1.0,MERCADERÍA,5.0,TIENDA MEGA,501.0,VENTA MEGA,50106.0,COSTO DE COMPRA,0.0,10474092611.0,VARGASMACHUCA ROJAS TOMAS IQUIQUE
